name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1965 Belgian Grand Prix 🇧🇪,2:23:34.8,3,32,Lotus-Climax 🇬🇧,1965-06-13T00:00:00.000Z,Jim Clark 🇬🇧,1965
1966 Belgian Grand Prix 🇧🇪,2:09:11.3,2,28,Ferrari 🇮🇹,1966-06-12T00:00:00.000Z,John Surtees 🇬🇧,1966
1967 Belgian Grand Prix 🇧🇪,1:40:49.4,4,28,Eagle-Weslake 🇺🇸,1967-06-18T00:00:00.000Z,Dan Gurney 🇺🇸,1967
1968 Belgian Grand Prix 🇧🇪,1:40:02.1,4,28,McLaren-Ford 🇬🇧,1968-06-09T00:00:00.000Z,Bruce McLaren 🇳🇿,1968
1970 Belgian Grand Prix 🇧🇪,1:38:10.1,4,28,BRM 🇬🇧,1970-06-07T00:00:00.000Z,Pedro Rodríguez 🇲🇽,1970
1983 Belgian Grand Prix 🇧🇪,1:27:11.502,6,40,Renault 🇫🇷,1983-05-22T00:00:00.000Z,Alain Prost 🇫🇷,1983
1985 Belgian Grand Prix 🇧🇪,1:34:19.893,13,43,Team Lotus 🇬🇧,1985-09-15T00:00:00.000Z,Ayrton Senna 🇧🇷,1985
1986 Belgian Grand Prix 🇧🇪,1:27:57.925,5,43,Williams 🇬🇧,1986-05-25T00:00:00.000Z,Nigel Mansell 🇬🇧,1986
1987 Belgian Grand Prix 🇧🇪,1:27:03.217,3,43,McLaren 🇬🇧,1987-05-17T00:00:00.000Z,Alain Prost 🇫🇷,1987
1988 Belgian Grand Prix 🇧🇪,1:28:00.549,11,43,McLaren 🇬🇧,1988-08-28T00:00:00.000Z,Ayrton Senna 🇧🇷,1988
1989 Belgian Grand Prix 🇧🇪,1:40:54.196,11,44,McLaren 🇬🇧,1989-08-27T00:00:00.000Z,Ayrton Senna 🇧🇷,1989
1990 Belgian Grand Prix 🇧🇪,1:26:31.997,11,44,McLaren 🇬🇧,1990-08-26T00:00:00.000Z,Ayrton Senna 🇧🇷,1990
1991 Belgian Grand Prix 🇧🇪,1:27:17.669,11,44,McLaren 🇬🇧,1991-08-25T00:00:00.000Z,Ayrton Senna 🇧🇷,1991
1992 Belgian Grand Prix 🇧🇪,1:36:10.721,12,44,Benetton 🇮🇹,1992-08-30T00:00:00.000Z,Michael Schumacher 🇩🇪,1992
1993 Belgian Grand Prix 🇧🇪,1:24:32.124,12,44,Williams 🇬🇧,1993-08-29T00:00:00.000Z,Damon Hill 🇬🇧,1993
1994 Belgian Grand Prix 🇧🇪,1:28:47.1,11,44,Williams 🇬🇧,1994-08-28T00:00:00.000Z,Damon Hill 🇬🇧,1994
1995 Belgian Grand Prix 🇧🇪,1:36:47.875,11,44,Benetton 🇮🇹,1995-08-27T00:00:00.000Z,Michael Schumacher 🇩🇪,1995
1996 Belgian Grand Prix 🇧🇪,1:28:15.125,13,44,Ferrari 🇮🇹,1996-08-25T00:00:00.000Z,Michael Schumacher 🇩🇪,1996
1997 Belgian Grand Prix 🇧🇪,1:33:46.717,12,44,Ferrari 🇮🇹,1997-08-24T00:00:00.000Z,Michael Schumacher 🇩🇪,1997
1998 Belgian Grand Prix 🇧🇪,1:43:47.407,13,44,Jordan 🇮🇪,1998-08-30T00:00:00.000Z,Damon Hill 🇬🇧,1998
1999 Belgian Grand Prix 🇧🇪,1:25:43.057,12,44,McLaren 🇬🇧,1999-08-29T00:00:00.000Z,David Coulthard 🇬🇧,1999
2000 Belgian Grand Prix 🇧🇪,1:28:14.494,13,44,McLaren 🇬🇧,2000-08-27T00:00:00.000Z,Mika Häkkinen 🇫🇮,2000
2001 Belgian Grand Prix 🇧🇪,1:08:05.002,14,36,Ferrari 🇮🇹,2001-09-02T00:00:00.000Z,Michael Schumacher 🇩🇪,2001
2002 Belgian Grand Prix 🇧🇪,1:21:20.634,14,44,Ferrari 🇮🇹,2002-09-01T00:00:00.000Z,Michael Schumacher 🇩🇪,2002
2004 Belgian Grand Prix 🇧🇪,1:32:35.274,14,44,McLaren 🇬🇧,2004-08-29T00:00:00.000Z,Kimi Räikkönen 🇫🇮,2004
2005 Belgian Grand Prix 🇧🇪,1:30:01.295,16,44,McLaren 🇬🇧,2005-09-11T00:00:00.000Z,Kimi Räikkönen 🇫🇮,2005
2007 Belgian Grand Prix 🇧🇪,1:20:39.066,14,44,Ferrari 🇮🇹,2007-09-16T00:00:00.000Z,Kimi Räikkönen 🇫🇮,2007
2008 Belgian Grand Prix 🇧🇪,1:22:59.394,13,44,Ferrari 🇮🇹,2008-09-07T00:00:00.000Z,Felipe Massa 🇧🇷,2008
2009 Belgian Grand Prix 🇧🇪,1:23:50.995,12,44,Ferrari 🇮🇹,2009-08-30T00:00:00.000Z,Kimi Räikkönen 🇫🇮,2009
2010 Belgian Grand Prix 🇧🇪,1:29:04.268,13,44,McLaren 🇬🇧,2010-08-29T00:00:00.000Z,Lewis Hamilton 🇬🇧,2010
2011 Belgian Grand Prix 🇧🇪,1:26:44.893,12,44,Red Bull 🇦🇹,2011-08-28T00:00:00.000Z,Sebastian Vettel 🇩🇪,2011
2012 Belgian Grand Prix 🇧🇪,1:29:08.530,12,44,McLaren 🇬🇧,2012-09-02T00:00:00.000Z,Jenson Button 🇬🇧,2012
2013 Belgian Grand Prix 🇧🇪,1:23:42.196,11,44,Red Bull 🇦🇹,2013-08-25T00:00:00.000Z,Sebastian Vettel 🇩🇪,2013
2014 Belgian Grand Prix 🇧🇪,1:24:36.556,12,44,Red Bull 🇦🇹,2014-08-24T00:00:00.000Z,Daniel Ricciardo 🇦🇺,2014
2015 Belgian Grand Prix 🇧🇪,1:23:40.387,11,43,Mercedes 🇩🇪,2015-08-23T00:00:00.000Z,Lewis Hamilton 🇬🇧,2015
2016 Belgian Grand Prix 🇧🇪,1:44:51.058,13,44,Mercedes 🇩🇪,2016-08-28T00:00:00.000Z,Nico Rosberg 🇩🇪,2016
2017 Belgian Grand Prix 🇧🇪,,12,,,2017-08-27T00:00:00.000Z,,2017
