name,race_duration,round,laps_completed,winning_constructor,date,winning_driver,season
1991 British Grand Prix 🇬🇧,1:27:35.479,8,59,Williams 🇬🇧,1991-07-14,Nigel Mansell 🇬🇧,1991
1992 British Grand Prix 🇬🇧,1:25:42.991,9,59,Williams 🇬🇧,1992-07-12,Nigel Mansell 🇬🇧,1992
1993 British Grand Prix 🇬🇧,1:25:38.189,9,59,Williams 🇬🇧,1993-07-11,Alain Prost 🇫🇷,1993
1994 British Grand Prix 🇬🇧,1:30:03.640,8,60,Williams 🇬🇧,1994-07-10,Damon Hill 🇬🇧,1994
1995 British Grand Prix 🇬🇧,1:34:35.093,8,61,Benetton 🇮🇹,1995-07-16,Johnny Herbert 🇬🇧,1995
1996 British Grand Prix 🇬🇧,1:33:00.874,10,61,Williams 🇬🇧,1996-07-14,Jacques Villeneuve 🇨🇦,1996
1997 British Grand Prix 🇬🇧,1:28:01.665,9,59,Williams 🇬🇧,1997-07-13,Jacques Villeneuve 🇨🇦,1997
1998 British Grand Prix 🇬🇧,1:47:02.4,9,60,Ferrari 🇮🇹,1998-07-12,Michael Schumacher 🇩🇪,1998
1999 British Grand Prix 🇬🇧,1:32:30.144,8,60,McLaren 🇬🇧,1999-07-11,David Coulthard 🇬🇧,1999
2000 British Grand Prix 🇬🇧,1:28:50.108,4,60,McLaren 🇬🇧,2000-04-23,David Coulthard 🇬🇧,2000
2001 British Grand Prix 🇬🇧,1:25:33.770,11,60,McLaren 🇬🇧,2001-07-15,Mika Häkkinen 🇫🇮,2001
2002 British Grand Prix 🇬🇧,1:31:45.015,10,60,Ferrari 🇮🇹,2002-07-07,Michael Schumacher 🇩🇪,2002
2003 British Grand Prix 🇬🇧,1:28:37.554,11,60,Ferrari 🇮🇹,2003-07-20,Rubens Barrichello 🇧🇷,2003
2004 British Grand Prix 🇬🇧,1:24:42.700,11,60,Ferrari 🇮🇹,2004-07-11,Michael Schumacher 🇩🇪,2004
2005 British Grand Prix 🇬🇧,1:24:29.588,11,60,McLaren 🇬🇧,2005-07-10,Juan Pablo Montoya 🇨🇴,2005
2006 British Grand Prix 🇬🇧,1:25:51.927,8,60,Renault 🇫🇷,2006-06-11,Fernando Alonso 🇪🇸,2006
2007 British Grand Prix 🇬🇧,1:21:43.074,9,59,Ferrari 🇮🇹,2007-07-08,Kimi Räikkönen 🇫🇮,2007
2008 British Grand Prix 🇬🇧,1:39:09.440,9,60,McLaren 🇬🇧,2008-07-06,Lewis Hamilton 🇬🇧,2008
2009 British Grand Prix 🇬🇧,1:22:49.328,8,60,Red Bull 🇦🇹,2009-06-21,Sebastian Vettel 🇩🇪,2009
2010 British Grand Prix 🇬🇧,1:24:38.200,10,52,Red Bull 🇦🇹,2010-07-11,Mark Webber 🇦🇺,2010
2011 British Grand Prix 🇬🇧,1:28:41.196,9,52,Ferrari 🇮🇹,2011-07-10,Fernando Alonso 🇪🇸,2011
2012 British Grand Prix 🇬🇧,1:25:11.288,9,52,Red Bull 🇦🇹,2012-07-08,Mark Webber 🇦🇺,2012
2013 British Grand Prix 🇬🇧,1:32:59.456,8,52,Mercedes 🇩🇪,2013-06-30,Nico Rosberg 🇩🇪,2013
2014 British Grand Prix 🇬🇧,2:26:52.094,9,52,Mercedes 🇩🇪,2014-07-06,Lewis Hamilton 🇬🇧,2014
2015 British Grand Prix 🇬🇧,1:31:27.729,9,52,Mercedes 🇩🇪,2015-07-05,Lewis Hamilton 🇬🇧,2015
2016 British Grand Prix 🇬🇧,1:34:55.831,10,52,Mercedes 🇩🇪,2016-07-10,Lewis Hamilton 🇬🇧,2016
2017 British Grand Prix 🇬🇧,,10,,,2017-07-16,,2017
