name,round,grid,laps_completed,winning_constructor,date,final_position,time,season,winning_driver
1997 Hungarian Grand Prix 🇭🇺,11,19,53,Williams 🇬🇧,1997-08-10,R,,1997,Jacques Villeneuve 🇨🇦
1997 Italian Grand Prix 🇮🇹,13,17,4,McLaren 🇬🇧,1997-09-07,R,,1997,David Coulthard 🇬🇧
1997 Japanese Grand Prix 🇯🇵,16,16,52,Ferrari 🇮🇹,1997-10-12,12,,1997,Michael Schumacher 🇩🇪
1997 Luxembourg Grand Prix 🇩🇪,15,15,67,Williams 🇬🇧,1997-09-28,5,+43.147,1997,Jacques Villeneuve 🇨🇦
1997 Monaco Grand Prix 🇲🇨,5,16,0,Ferrari 🇮🇹,1997-05-11,R,,1997,Michael Schumacher 🇩🇪
1997 San Marino Grand Prix 🇮🇹,4,17,53,Williams 🇬🇧,1997-04-27,R,,1997,Heinz-Harald Frentzen 🇩🇪
1997 Spanish Grand Prix 🇪🇸,6,21,53,Williams 🇬🇧,1997-05-25,R,,1997,Jacques Villeneuve 🇨🇦
1998 Argentine Grand Prix 🇦🇷,3,18,13,Ferrari 🇮🇹,1998-04-12,R,,1998,Michael Schumacher 🇩🇪
1998 Australian Grand Prix 🇦🇺,1,20,2,McLaren 🇬🇧,1998-03-08,R,,1998,Mika Häkkinen 🇫🇮
1998 Austrian Grand Prix 🇦🇹,10,13,3,McLaren 🇬🇧,1998-07-26,R,,1998,Mika Häkkinen 🇫🇮
1998 Belgian Grand Prix 🇧🇪,13,16,44,Jordan 🇮🇪,1998-08-30,5,+51.682,1998,Damon Hill 🇬🇧
1998 Brazilian Grand Prix 🇧🇷,2,22,26,McLaren 🇬🇧,1998-03-29,R,,1998,Mika Häkkinen 🇫🇮
1998 British Grand Prix 🇬🇧,9,12,45,Ferrari 🇮🇹,1998-07-12,R,,1998,Michael Schumacher 🇩🇪
